CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
715773783,Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,561,3635,0.741,2558,38,0.652,0.134,0.99807,0.00193323
712747758,Attrited Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2477,0,2477,0.445,2037,43,0.387,0,0.99518,0.00481999
750995508,Attrited Customer,41,M,3,Unknown,Single,$60K - $80K,Blue,32,1,3,3,4697,1046,3651,0.313,1679,29,0.318,0.223,0.99711,0.00288892
718437033,Attrited Customer,46,M,2,Uneducated,Unknown,$60K - $80K,Blue,30,4,3,2,1438.3,681,757.3,0.731,2527,38,0.583,0.473,0.99462,0.00538
709222008,Attrited Customer,41,M,3,Unknown,Single,$80K - $120K,Blue,32,1,3,4,4742,2221,2521,0.464,2422,41,0.464,0.468,0.9983,0.00169532
718742808,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,46,2,4,3,4629,710,3919,0.788,2877,49,0.581,0.153,0.99701,0.00298772
721426383,Attrited Customer,36,F,3,Unknown,Single,Less than $40K,Blue,36,4,3,0,1558,261,1297,0.775,2424,40,0.6,0.168,0.98696,0.01304
721041483,Attrited Customer,45,M,4,Doctorate,Married,$60K - $80K,Blue,37,1,2,2,13093,2517,10576,0.426,2032,39,0.444,0.192,0.99425,0.00575
708416433,Attrited Customer,41,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,2372,0,2372,0.597,2499,41,0.464,0,0.99395,0.00605
779183958,Attrited Customer,45,F,2,Graduate,Single,Less than $40K,Blue,33,1,3,4,1492,0,1492,0.502,2469,38,0.267,0,0.99807,0.00193323
711666708,Attrited Customer,52,F,2,High School,Married,Unknown,Blue,39,1,3,4,2233,1790,443,0.798,2888,50,0.562,0.802,0.99801,0.00198853
819634233,Attrited Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,40,5,2,2,6568,0,6568,0.101,1507,33,0.222,0,0.99129,0.00871
719868183,Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,30,5,3,2,1456,0,1456,0.694,2843,42,0.5,0,0.99452,0.00548
767404083,Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460,0,3460,0.466,2355,47,0.621,0,0.99671,0.00329379
772127508,Attrited Customer,31,F,1,Uneducated,Married,Less than $40K,Blue,20,6,2,2,1438.3,0,1438.3,0.706,2614,49,0.531,0,0.99098,0.00902
796083783,Attrited Customer,55,F,2,College,Single,Unknown,Blue,49,1,0,6,1438.3,0,1438.3,0.608,2278,57,0.727,0,0.99424,0.00576
778441533,Attrited Customer,45,F,4,High School,Single,Unknown,Blue,26,6,2,2,4549,1631,2918,0.779,2240,34,0.478,0.359,0.99146,0.00854
712683633,Attrited Customer,32,F,0,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,0,1438.3,0.569,2464,37,0.321,0,0.99651,0.0034913
708885558,Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556,0,3556,0.596,2220,45,0.731,0,0.99458,0.00542
719150658,Attrited Customer,51,F,2,Graduate,Married,Unknown,Blue,34,2,3,2,7551,0,7551,0.894,2977,46,0.394,0,0.99447,0.00553
716354883,Attrited Customer,59,F,0,Graduate,Unknown,Unknown,Blue,49,2,3,2,9076,0,9076,0.899,3048,53,0.656,0,0.99356,0.00644
720150858,Attrited Customer,34,M,2,High School,Married,$80K - $120K,Blue,25,6,2,0,1439,0,1439,0.89,2932,44,0.913,0,0.97609,0.02391
711092658,Attrited Customer,39,F,3,Graduate,Married,Unknown,Blue,26,2,2,3,4376,855,3521,0.839,2862,52,0.733,0.195,0.99499,0.00501
779247483,Attrited Customer,46,F,1,Uneducated,Unknown,Unknown,Blue,28,5,2,6,2069,0,2069,0.656,2754,55,0.667,0,0.99896,0.00104314
772306383,Attrited Customer,57,F,3,Unknown,Unknown,Less than $40K,Blue,43,5,3,2,1462,0,1462,0.602,2299,42,0.312,0,0.99515,0.00484967
719759733,Attrited Customer,59,F,0,Unknown,Single,$40K - $60K,Blue,52,2,4,3,1852,0,1852,0.902,2851,49,0.75,0,0.99711,0.00289056
822170733,Attrited Customer,45,F,4,College,Single,Less than $40K,Blue,41,6,3,2,3785,2517,1268,0.574,2401,54,0.742,0.665,0.99458,0.00542
719299533,Attrited Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36,2,3,2,3626,795,2831,0.896,2954,42,0.556,0.219,0.99464,0.00536
716688183,Attrited Customer,51,F,1,High School,Married,Less than $40K,Blue,43,4,3,3,1665,1521,144,0.874,2878,45,0.452,0.914,0.99639,0.00360858
741517458,Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575,2517,58,0.31,1874,40,0.739,0.977,0.9974,0.00260048
772286658,Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,52,6,4,3,14324,2507,11817,0.433,2083,56,0.647,0.175,0.9971,0.00290471
771045708,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,3,1504,970,534,0.864,2801,51,1.217,0.645,0.99681,0.00319072
720460083,Attrited Customer,45,F,4,Unknown,Single,Unknown,Gold,27,1,2,3,34516,0,34516,0.331,2198,42,0.355,0,0.99608,0.00391691
717874533,Attrited Customer,46,M,2,High School,Single,$40K - $60K,Blue,36,5,2,2,6362,0,6362,0.596,1968,51,0.759,0,0.99104,0.00896
712136058,Attrited Customer,54,F,2,College,Single,Unknown,Blue,36,1,3,3,8827,0,8827,0.782,2643,50,0.515,0,0.99661,0.00338757
714276408,Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915,1445,470,0.374,2264,39,0.56,0.755,0.99691,0.00308778
713555133,Attrited Customer,56,F,3,High School,Unknown,Less than $40K,Blue,44,4,3,2,1667,595,1072,0.63,2424,40,0.481,0.357,0.99452,0.00548
711232608,Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636,0,1636,0.694,2235,35,0.591,0,0.99449,0.00551
719590458,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905,0,1905,0.845,3120,46,0.586,0,0.99686,0.00314112
807379833,Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,9104,145,8959,0.765,2563,34,0.417,0.016,0.99683,0.00317458
778860783,Attrited Customer,57,M,2,Unknown,Divorced,$120K +,Blue,38,1,2,4,24379,1116,23263,0.62,2836,41,0.281,0.046,0.99722,0.00277723
780008358,Attrited Customer,59,M,0,Uneducated,Unknown,$60K - $80K,Blue,48,2,6,2,13172,0,13172,0.876,2598,47,0.621,0,0.99208,0.00792
721274208,Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,2201,2104,97,0.648,2408,38,0.583,0.956,0.99661,0.00338788
714076683,Attrited Customer,29,F,0,College,Married,Less than $40K,Blue,19,2,1,2,3261,2517,744,0.636,2461,54,0.742,0.772,0.9787,0.0213
812218908,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,3,2,4065,2517,1548,0.957,2899,51,0.821,0.619,0.99497,0.00503
787482033,Attrited Customer,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930,0,28930,0.645,2251,27,0.227,0,0.99677,0.003232
813810333,Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049,0,2049,0.974,2703,54,1,0,0.99777,0.00223444
802668333,Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384,1919,465,0.5,3512,50,0.471,0.805,0.99671,0.00329379
710061783,Attrited Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,40,6,1,4,14973,0,14973,0.895,4517,59,0.439,0,0.9933,0.0067
789312033,Attrited Customer,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874,460,3414,1.023,4921,51,0.645,0.119,0.99733,0.00267072
713425383,Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484,1939,5545,0.994,4923,56,0.333,0.259,0.99395,0.00605
770842833,Attrited Customer,49,F,3,High School,Married,Unknown,Silver,36,2,3,3,34516,1273,33243,0.977,4777,51,0.457,0.037,0.99639,0.00361254
809464608,Attrited Customer,47,F,3,High School,Married,Unknown,Silver,31,3,3,2,34516,2517,31999,0.618,2691,42,0.5,0.073,0.99394,0.00606
712925808,Attrited Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,36,2,3,2,2710,0,2710,0.999,4724,60,0.395,0,0.99464,0.00536
708419733,Attrited Customer,47,M,3,College,Single,$60K - $80K,Blue,39,5,3,2,22599,0,22599,1.039,4739,55,0.486,0,0.99452,0.00548
801380808,Attrited Customer,44,M,2,Doctorate,Married,$80K - $120K,Blue,38,1,2,1,25894,2517,23377,1.046,4847,49,0.815,0.097,0.99003,0.00997
716329383,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138,986,2152,1.002,4724,56,0.806,0.314,0.99499,0.00501
715327683,Attrited Customer,45,F,4,Post-Graduate,Single,Less than $40K,Blue,36,1,3,3,4477,2517,1960,1.022,4996,55,0.486,0.562,0.99733,0.00267072
718958583,Attrited Customer,44,M,4,Post-Graduate,Single,$80K - $120K,Blue,36,5,3,2,2367,1606,761,0.956,4506,59,0.639,0.678,0.99552,0.00448403
778863258,Attrited Customer,46,F,4,Unknown,Married,Unknown,Blue,27,1,2,3,6030,0,6030,1.031,4983,62,0.442,0,0.99549,0.00451007
712075083,Attrited Customer,50,M,4,High School,Single,$120K +,Blue,41,4,3,3,6982,0,6982,1.018,4830,50,0.724,0,0.99677,0.00323086
720903258,Attrited Customer,48,M,3,Unknown,Unknown,$60K - $80K,Blue,28,2,2,1,9405,0,9405,1.033,4801,47,0.382,0,0.98739,0.01261
811700058,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516,687,33829,1.015,4822,57,0.295,0.02,0.99714,0.00286013
720164358,Attrited Customer,53,F,4,Graduate,Single,$40K - $60K,Blue,43,1,3,2,6058,0,6058,0.997,4754,60,0.463,0,0.99473,0.00527
711325308,Attrited Customer,46,M,3,Unknown,Single,$80K - $120K,Blue,34,4,3,3,9959,0,9959,1.049,4859,64,0.524,0,0.99711,0.00288892
709893858,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,6,2,2,9422,2108,7314,0.891,4633,58,0.611,0.224,0.99286,0.00714
711854808,Attrited Customer,41,M,3,High School,Married,$120K +,Blue,32,2,2,1,34516,0,34516,0.965,4734,57,0.541,0,0.98576,0.01424
720891633,Attrited Customer,53,F,2,High School,Single,Less than $40K,Blue,46,6,1,2,3199,0,3199,1.047,4805,59,0.639,0,0.98167,0.01833
769152783,Attrited Customer,60,F,2,High School,Single,Less than $40K,Blue,54,1,6,2,8141,1811,6330,1.043,5043,53,0.432,0.222,0.99281,0.00719
779315508,Attrited Customer,43,M,4,Post-Graduate,Single,$40K - $60K,Blue,25,1,2,2,9043,1974,7069,1.027,4638,48,0.655,0.218,0.99293,0.00707
789560433,Attrited Customer,49,M,3,Post-Graduate,Single,$60K - $80K,Blue,42,2,4,2,14895,0,14895,1.043,5147,53,0.559,0,0.99625,0.00375265
771097683,Attrited Customer,43,M,2,High School,Single,$120K +,Blue,30,1,2,2,10896,2517,8379,1.028,4935,58,0.487,0.231,0.99104,0.00896
711736083,Attrited Customer,47,F,4,College,Divorced,Unknown,Blue,36,4,3,3,6769,274,6495,0.998,4885,54,0.35,0.04,0.99677,0.00323056
718304583,Attrited Customer,43,M,2,Unknown,Married,$60K - $80K,Gold,33,1,3,2,34516,1085,33431,1.047,4805,54,0.588,0.031,0.99563,0.00437002
780450708,Attrited Customer,58,M,1,College,Single,$120K +,Silver,45,1,3,2,34516,0,34516,0.964,4864,48,0.548,0,0.9933,0.0067
714342033,Attrited Customer,52,M,1,High School,Married,$120K +,Blue,34,2,3,1,34516,0,34516,1.038,4863,56,0.474,0,0.99,0.01
788943333,Attrited Customer,51,M,3,Post-Graduate,Married,$80K - $120K,Silver,37,6,2,2,34516,989,33527,1.021,4810,55,0.341,0.029,0.9921,0.0079
714077583,Attrited Customer,43,M,3,Post-Graduate,Married,$40K - $60K,Platinum,31,2,3,4,23981,593,23388,0.987,4758,65,0.512,0.025,0.99909,0.00091227
720939933,Attrited Customer,46,F,4,Unknown,Single,Less than $40K,Blue,33,5,3,5,2879,0,2879,1.031,4684,56,0.556,0,0.99903,0.00097
716212383,Attrited Customer,38,M,1,High School,Single,$120K +,Blue,30,5,3,3,10874,2415,8459,0.933,4619,59,0.372,0.222,0.99639,0.00360858
757667133,Attrited Customer,54,M,2,College,Single,$80K - $120K,Blue,47,2,2,2,13769,0,13769,1.058,4738,53,0.395,0,0.99105,0.00895
794571108,Attrited Customer,39,M,2,Graduate,Divorced,$40K - $60K,Silver,23,5,2,3,17894,304,17590,0.965,4691,63,0.465,0.017,0.99425,0.00575
714938733,Attrited Customer,48,M,1,Post-Graduate,Single,$80K - $120K,Blue,38,4,2,2,13174,0,13174,0.955,4890,49,0.485,0,0.99211,0.00789
716199408,Attrited Customer,52,F,2,Graduate,Single,Unknown,Blue,41,2,3,3,3608,2517,1091,1.057,4907,53,0.559,0.698,0.99671,0.00329379
790051758,Attrited Customer,50,M,2,Graduate,Single,$120K +,Blue,42,2,1,2,31782,0,31782,1.056,4800,53,0.395,0,0.98217,0.01783
807393558,Attrited Customer,51,M,4,Unknown,Single,$120K +,Silver,46,2,3,3,34516,1279,33237,1.02,4615,49,0.581,0.037,0.99684,0.00316259
711167808,Attrited Customer,40,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,6,18975,0,18975,1.028,4803,65,0.548,0,0.99945,0.00055285
717579258,Attrited Customer,36,M,1,Unknown,Unknown,$40K - $60K,Blue,36,2,3,3,6893,1462,5431,1.031,4782,50,0.351,0.212,0.99681,0.00319278
716609433,Attrited Customer,55,M,2,High School,Divorced,$120K +,Blue,46,5,3,2,16828,2517,14311,1.059,4939,63,0.465,0.15,0.99431,0.00569
720962208,Attrited Customer,42,M,2,Post-Graduate,Married,$60K - $80K,Blue,27,2,2,2,2476,2250,226,0.969,4659,48,0.6,0.909,0.99259,0.00741
793608258,Attrited Customer,54,F,3,Graduate,Single,Less than $40K,Silver,48,1,5,2,13432,0,13432,0.918,4909,50,0.316,0,0.99472,0.00528
771411408,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,38,2,3,4,2673,0,2673,1.043,4929,54,0.459,0,0.99825,0.00175068
720006333,Attrited Customer,48,M,2,College,Divorced,$80K - $120K,Blue,40,4,3,3,4479,0,4479,0.89,4520,63,0.37,0,0.99661,0.00338757
791730183,Attrited Customer,38,F,2,College,Unknown,Less than $40K,Blue,32,2,2,6,7385,1817,5568,1.029,5070,50,0.389,0.246,0.99896,0.00103551
712582983,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Silver,36,4,3,1,14057,1381,12676,1.039,4729,54,0.742,0.098,0.99026,0.00974
713003358,Attrited Customer,40,M,3,Graduate,Single,$80K - $120K,Blue,30,2,2,2,29338,159,29179,1.017,4983,40,0.379,0.005,0.99161,0.00839
718259433,Attrited Customer,45,F,3,High School,Married,Unknown,Blue,40,1,4,2,8383,0,8383,1.036,5460,63,0.853,0,0.99546,0.00453868
720655833,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,30,2,3,2,2913,0,2913,1.058,4955,56,0.806,0,0.99458,0.00542
711742758,Attrited Customer,43,F,5,College,Single,$40K - $60K,Blue,32,2,3,1,11508,0,11508,1.005,5242,74,0.574,0,0.9909,0.0091
712157958,Attrited Customer,44,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,10908,0,10908,0.983,4883,42,0.5,0,0.99452,0.00548
711332883,Attrited Customer,62,M,1,High School,Single,$60K - $80K,Blue,46,2,3,3,7547,2477,5070,1.021,5294,73,0.698,0.328,0.99639,0.00360858
717696333,Attrited Customer,44,M,4,Unknown,Married,$120K +,Blue,36,4,3,3,34516,0,34516,1.043,5425,60,0.875,0,0.99714,0.00285845
718353633,Attrited Customer,50,M,1,Post-Graduate,Unknown,$80K - $120K,Gold,36,2,3,2,34516,0,34516,1.032,5547,75,0.744,0,0.99565,0.00434923
789412458,Attrited Customer,44,M,2,Post-Graduate,Married,$60K - $80K,Blue,34,6,3,4,23026,2517,20509,1.032,4909,52,0.625,0.109,0.99836,0.00164342
711249858,Attrited Customer,49,M,4,Unknown,Married,$80K - $120K,Blue,38,2,3,2,29890,0,29890,0.64,3315,47,0.382,0,0.9952,0.00479863
719071158,Attrited Customer,54,F,0,Graduate,Single,Unknown,Platinum,38,2,2,2,34516,0,34516,0.695,3901,54,0.421,0,0.99414,0.00586
719714658,Attrited Customer,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,3,2,12218,0,12218,1.005,5272,62,0.59,0,0.99453,0.00547
716858433,Attrited Customer,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3,1,3015,0,3015,1.058,5372,75,0.596,0,0.99129,0.00871
714052158,Attrited Customer,49,M,2,High School,Married,$120K +,Blue,39,2,3,2,11714,949,10765,1.036,5366,68,0.659,0.081,0.99431,0.00569
720178158,Attrited Customer,46,F,4,High School,Unknown,Less than $40K,Blue,37,5,3,3,7552,0,7552,1.047,5537,63,0.853,0,0.99677,0.00323086
710958933,Attrited Customer,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,3,2,6080,787,5293,0.975,4866,56,0.647,0.129,0.99467,0.00533
720698883,Attrited Customer,51,M,1,High School,Single,$80K - $120K,Blue,38,2,3,3,28605,0,28605,1.054,5524,67,0.718,0,0.99639,0.00360858
780384483,Attrited Customer,49,M,4,Unknown,Unknown,$80K - $120K,Blue,39,2,2,2,2886,925,1961,0.946,5481,58,0.758,0.321,0.99244,0.00756
714190983,Attrited Customer,51,F,2,Graduate,Single,Unknown,Platinum,32,2,3,3,34516,531,33985,0.98,5418,65,0.711,0.015,0.9981,0.00189855
742865883,Attrited Customer,46,F,3,Unknown,Single,$40K - $60K,Blue,39,4,3,3,9110,2517,6593,1.052,5290,69,0.816,0.276,0.99711,0.00288892
755212608,Attrited Customer,50,M,2,Unknown,Married,$40K - $60K,Blue,43,4,3,3,13067,0,13067,1.061,5468,71,0.775,0,0.997,0.00299743
716486508,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,6,2,2,3399,0,3399,0.991,5529,78,0.66,0,0.99137,0.00863
798553158,Attrited Customer,62,F,1,Graduate,Single,Less than $40K,Blue,56,1,2,1,3109,0,3109,1.054,5470,72,0.674,0,0.98472,0.01528
711613308,Attrited Customer,58,M,2,Unknown,Single,$60K - $80K,Blue,48,2,1,2,2236,710,1526,0.434,2562,38,0.462,0.318,0.98375,0.01625
718558758,Attrited Customer,34,M,1,Unknown,Single,$80K - $120K,Blue,22,1,2,2,3711,1413,2298,0.175,3922,51,0.645,0.381,0.99156,0.00844
718504233,Attrited Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,30,2,2,3,2082,1794,288,0.735,3423,48,0.92,0.862,0.99518,0.00481999
813804783,Attrited Customer,41,F,1,High School,Single,$40K - $60K,Blue,36,4,3,3,2667,0,2667,0.494,4399,54,0.862,0,0.99639,0.00360858
715649358,Attrited Customer,39,M,2,College,Married,$60K - $80K,Blue,26,1,2,2,3879,0,3879,0.928,7786,81,0.929,0,0.99105,0.00895
718732833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,48,4,2,2,2783,1763,1020,0.344,3967,42,0.4,0.633,0.99047,0.00953
803216433,Attrited Customer,43,F,5,Graduate,Married,Less than $40K,Silver,33,6,3,2,14806,2517,12289,0.558,4804,57,0.462,0.17,0.99408,0.00592
820666083,Attrited Customer,41,M,2,Graduate,Single,$120K +,Blue,37,5,3,4,27742,2517,25225,0.835,8646,85,0.977,0.091,0.99807,0.00193323
712044558,Attrited Customer,51,F,1,Uneducated,Single,Less than $40K,Silver,41,6,2,3,14563,1309,13254,0.708,6408,70,0.944,0.09,0.99405,0.00595
713131158,Attrited Customer,58,M,2,Uneducated,Single,$80K - $120K,Blue,46,1,3,1,10286,0,10286,0.908,8199,59,0.903,0,0.99111,0.00889
718113633,Attrited Customer,41,M,3,Uneducated,Married,$120K +,Blue,36,1,2,3,34516,0,34516,0.377,5603,56,0.244,0,0.99513,0.00487126
708229308,Attrited Customer,49,F,2,Unknown,Married,Less than $40K,Blue,41,5,2,2,3243,0,3243,0.685,6059,71,0.821,0,0.99207,0.00793
710064033,Attrited Customer,45,M,3,Uneducated,Married,$40K - $60K,Blue,28,2,2,5,4572,0,4572,0.48,3555,42,0.4,0,0.99834,0.00165524
709319658,Attrited Customer,48,F,4,Graduate,Single,Less than $40K,Platinum,37,5,3,4,15987,0,15987,0.827,7681,71,0.69,0,0.99894,0.00106195
709764483,Attrited Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,53,1,1,2,6157,581,5576,0.583,4041,65,0.548,0.094,0.98102,0.01898
812247033,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,46,5,5,2,3536,0,3536,0.542,3281,39,0.393,0,0.99536,0.00464271
717580458,Attrited Customer,43,M,4,Uneducated,Divorced,$80K - $120K,Blue,36,2,3,2,19333,0,19333,0.969,7847,63,0.75,0,0.99487,0.00513
715610733,Attrited Customer,60,M,1,Uneducated,Married,$40K - $60K,Blue,47,6,1,5,3735,1175,2560,1.036,8193,66,0.65,0.315,0.99623,0.00377382
710161083,Attrited Customer,62,F,0,Uneducated,Single,Less than $40K,Blue,36,6,3,3,5780,0,5780,0.394,6613,40,0.429,0,0.99627,0.00373147
715799808,Attrited Customer,52,M,0,High School,Single,$60K - $80K,Blue,39,4,3,2,3764,0,3764,0.776,6574,69,0.865,0,0.99338,0.00662
711838008,Attrited Customer,37,M,3,Graduate,Married,$60K - $80K,Blue,28,2,3,2,6407,478,5929,1.022,9322,77,0.833,0.075,0.99467,0.00533
711826983,Attrited Customer,47,F,3,Unknown,Married,$40K - $60K,Blue,36,4,3,6,5822,0,5822,0.655,3240,38,0.652,0,0.99944,0.00055875
708369633,Attrited Customer,34,F,3,Graduate,Married,Less than $40K,Gold,36,6,3,2,15487,1847,13640,0.943,7031,67,0.811,0.119,0.99537,0.00462792
714959358,Attrited Customer,50,M,3,High School,Married,$80K - $120K,Silver,36,5,3,3,34516,2292,32224,0.876,8045,71,0.868,0.066,0.99639,0.00361254
719593608,Attrited Customer,56,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,2,1,33870,0,33870,0.872,7661,61,0.525,0,0.98513,0.01487
715830558,Attrited Customer,50,M,2,Uneducated,Unknown,$120K +,Blue,38,6,2,1,34516,397,34119,0.914,7454,81,0.841,0.012,0.98603,0.01397
714941358,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,3,6,4005,0,4005,0.896,7022,75,0.667,0,0.99939,0.00060765
716088783,Attrited Customer,60,M,0,College,Married,$80K - $120K,Blue,50,1,4,2,29239,0,29239,1.057,8169,65,0.585,0,0.99452,0.00548
718458858,Attrited Customer,41,M,4,Graduate,Single,$80K - $120K,Silver,29,2,3,6,34516,0,34516,0.434,3526,53,0.828,0,0.99933,0.00067247
715630983,Attrited Customer,31,F,0,Graduate,Single,Less than $40K,Blue,21,4,2,3,4598,0,4598,0.439,6317,77,0.833,0,0.99395,0.00605
712768983,Attrited Customer,51,M,4,Graduate,Single,$80K - $120K,Silver,42,6,4,2,34516,230,34286,1.004,8629,65,0.548,0.007,0.99517,0.00483011
716881683,Attrited Customer,45,M,5,Uneducated,Married,$80K - $120K,Blue,34,2,3,3,3435,2517,918,0.332,5567,51,0.545,0.733,0.9969,0.00310348
717529233,Attrited Customer,40,F,3,Graduate,Single,Less than $40K,Blue,30,4,3,2,3319,0,3319,0.262,4840,44,0.375,0,0.99467,0.00533
711794358,Attrited Customer,61,M,0,College,Single,$80K - $120K,Blue,50,2,4,3,21398,0,21398,0.695,3119,53,0.767,0,0.99673,0.00326683
719683158,Attrited Customer,56,F,2,Unknown,Married,Less than $40K,Blue,48,2,4,2,4746,0,4746,0.862,7154,66,1.062,0,0.99583,0.00416681
716260833,Attrited Customer,56,F,5,Unknown,Single,Less than $40K,Blue,36,6,3,5,4668,2517,2151,1.062,8331,63,0.853,0.539,0.99901,0.00098535
719694408,Attrited Customer,30,F,1,College,Single,Less than $40K,Blue,36,4,3,6,4541,0,4541,0.976,7996,80,0.778,0,0.9993,0.00069828
718045008,Attrited Customer,31,M,0,Post-Graduate,Married,Less than $40K,Blue,21,1,2,2,3768,0,3768,0.799,6639,71,1.152,0,0.99137,0.00863
811076883,Attrited Customer,45,M,3,Graduate,Married,$40K - $60K,Blue,40,1,4,3,7979,0,7979,0.465,5056,63,0.853,0,0.99737,0.0026282
716863458,Attrited Customer,44,M,2,Uneducated,Single,$80K - $120K,Silver,36,2,3,3,34516,569,33947,0.919,8570,68,0.789,0.016,0.99646,0.00354449
766821033,Attrited Customer,61,M,0,Unknown,Single,$120K +,Blue,46,6,3,3,4650,1162,3488,0.82,7976,74,1.056,0.25,0.99651,0.0034913
714615258,Attrited Customer,32,M,1,High School,Single,$40K - $60K,Blue,36,6,3,2,4819,2134,2685,0.834,9330,64,0.882,0.443,0.99395,0.00605
710455608,Attrited Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,2,3,2,4620,0,4620,0.654,6644,61,0.694,0,0.99452,0.00548
713514633,Attrited Customer,59,M,2,Graduate,Single,$60K - $80K,Blue,50,2,4,2,6224,0,6224,0.801,8291,69,1.029,0,0.99542,0.00457826
717571683,Attrited Customer,47,F,4,Uneducated,Married,$40K - $60K,Gold,34,2,3,3,23981,0,23981,0.196,4536,61,0.605,0,0.99735,0.0026529
712021233,Attrited Customer,33,M,3,Graduate,Married,$60K - $80K,Blue,15,5,1,3,23399,0,23399,1.051,9356,74,0.85,0,0.98971,0.01029
712916958,Attrited Customer,55,F,2,Graduate,Married,Unknown,Blue,36,5,3,2,12494,0,12494,0.576,7026,69,0.917,0,0.99447,0.00553
716124408,Attrited Customer,32,M,2,Graduate,Single,$120K +,Gold,22,2,2,3,34516,1692,32824,0.983,7486,64,0.73,0.049,0.99549,0.00451271
800758233,Attrited Customer,30,M,0,College,Single,$60K - $80K,Blue,24,6,2,2,4109,0,4109,0.949,8642,77,0.481,0,0.98958,0.01042
821241708,Attrited Customer,47,M,4,Unknown,Unknown,$80K - $120K,Blue,42,1,4,1,7953,0,7953,1.031,8670,74,0.574,0,0.99343,0.00657
716987358,Attrited Customer,29,M,0,Post-Graduate,Divorced,$60K - $80K,Blue,15,2,1,3,8022,0,8022,0.381,5660,59,0.735,0,0.98942,0.01058
709259958,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,44,1,3,2,5541,2517,3024,0.879,9195,73,0.825,0.454,0.99411,0.00589
709213458,Attrited Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,1,3,2,22993,0,22993,1.004,7867,75,0.786,0,0.99452,0.00548
